Ref,Val,Package,PosX,PosY,Rot,Side
"D344","RED","LED_0603_1608Metric",240.000000,-118.000000,90.000000,top
"D345","RED","LED_0603_1608Metric",243.000000,-118.000000,90.000000,top
"D346","RED","LED_0603_1608Metric",222.000000,-100.000000,90.000000,top
"D347","RED","LED_0603_1608Metric",225.000000,-100.000000,90.000000,top
"D348","RED","LED_0603_1608Metric",228.000000,-100.000000,90.000000,top
"D349","RED","LED_0603_1608Metric",231.000000,-100.000000,90.000000,top
"D350","RED","LED_0603_1608Metric",234.000000,-100.000000,90.000000,top
"D351","RED","LED_0603_1608Metric",237.000000,-100.000000,90.000000,top
"D352","RED","LED_0603_1608Metric",240.000000,-100.000000,90.000000,top
"D353","RED","LED_0603_1608Metric",243.000000,-100.000000,90.000000,top
"D354","RED","LED_0603_1608Metric",198.000000,-139.000000,90.000000,top
"D355","RED","LED_0603_1608Metric",201.000000,-139.000000,90.000000,top
"D356","RED","LED_0603_1608Metric",204.000000,-139.000000,90.000000,top
"D357","RED","LED_0603_1608Metric",207.000000,-139.000000,90.000000,top
"D358","RED","LED_0603_1608Metric",210.000000,-139.000000,90.000000,top
"D359","RED","LED_0603_1608Metric",213.000000,-139.000000,90.000000,top
"D360","RED","LED_0603_1608Metric",216.000000,-139.000000,90.000000,top
"D361","RED","LED_0603_1608Metric",219.000000,-139.000000,90.000000,top
"D362","RED","LED_0603_1608Metric",198.000000,-145.000000,90.000000,top
"D363","RED","LED_0603_1608Metric",201.000000,-145.000000,90.000000,top
"D364","RED","LED_0603_1608Metric",204.000000,-145.000000,90.000000,top
"D365","RED","LED_0603_1608Metric",207.000000,-145.000000,90.000000,top
"D366","RED","LED_0603_1608Metric",210.000000,-145.000000,90.000000,top
"D367","RED","LED_0603_1608Metric",213.000000,-145.000000,90.000000,top
"D368","RED","LED_0603_1608Metric",216.000000,-145.000000,90.000000,top
"D369","RED","LED_0603_1608Metric",219.000000,-145.000000,90.000000,top
"D370","RED","LED_0603_1608Metric",198.000000,-142.000000,90.000000,top
"D371","RED","LED_0603_1608Metric",201.000000,-142.000000,90.000000,top
"D372","RED","LED_0603_1608Metric",204.000000,-142.000000,90.000000,top
"D373","RED","LED_0603_1608Metric",207.000000,-142.000000,90.000000,top
"D374","RED","LED_0603_1608Metric",210.000000,-142.000000,90.000000,top
"D375","RED","LED_0603_1608Metric",213.000000,-142.000000,90.000000,top
"D376","RED","LED_0603_1608Metric",216.000000,-142.000000,90.000000,top
"D377","RED","LED_0603_1608Metric",219.000000,-142.000000,90.000000,top
"D378","RED","LED_0603_1608Metric",198.000000,-124.000000,90.000000,top
"D379","RED","LED_0603_1608Metric",201.000000,-124.000000,90.000000,top
"D380","RED","LED_0603_1608Metric",204.000000,-124.000000,90.000000,top
"D381","RED","LED_0603_1608Metric",207.000000,-124.000000,90.000000,top
"D382","RED","LED_0603_1608Metric",210.000000,-124.000000,90.000000,top
"D383","RED","LED_0603_1608Metric",213.000000,-124.000000,90.000000,top
"D384","RED","LED_0603_1608Metric",216.000000,-124.000000,90.000000,top
"D385","RED","LED_0603_1608Metric",219.000000,-124.000000,90.000000,top
"D386","RED","LED_0603_1608Metric",198.000000,-127.000000,90.000000,top
"D387","RED","LED_0603_1608Metric",201.000000,-127.000000,90.000000,top
"D388","RED","LED_0603_1608Metric",204.000000,-127.000000,90.000000,top
"D389","RED","LED_0603_1608Metric",207.000000,-127.000000,90.000000,top
"D390","RED","LED_0603_1608Metric",210.000000,-127.000000,90.000000,top
"D391","RED","LED_0603_1608Metric",213.000000,-127.000000,90.000000,top
"D392","RED","LED_0603_1608Metric",216.000000,-127.000000,90.000000,top
"D393","RED","LED_0603_1608Metric",219.000000,-127.000000,90.000000,top
"D394","RED","LED_0603_1608Metric",222.000000,-103.000000,90.000000,top
"D395","RED","LED_0603_1608Metric",225.000000,-103.000000,90.000000,top
"D396","RED","LED_0603_1608Metric",228.000000,-103.000000,90.000000,top
"D397","RED","LED_0603_1608Metric",231.000000,-103.000000,90.000000,top
"D398","RED","LED_0603_1608Metric",234.000000,-103.000000,90.000000,top
"D399","RED","LED_0603_1608Metric",237.000000,-103.000000,90.000000,top
"D400","RED","LED_0603_1608Metric",240.000000,-103.000000,90.000000,top
"D401","RED","LED_0603_1608Metric",243.000000,-103.000000,90.000000,top
"D402","RED","LED_0603_1608Metric",222.000000,-112.000000,90.000000,top
"D403","RED","LED_0603_1608Metric",225.000000,-112.000000,90.000000,top
"D404","RED","LED_0603_1608Metric",228.000000,-112.000000,90.000000,top
"D405","RED","LED_0603_1608Metric",231.000000,-112.000000,90.000000,top
"D406","RED","LED_0603_1608Metric",234.000000,-112.000000,90.000000,top
"D407","RED","LED_0603_1608Metric",237.000000,-112.000000,90.000000,top
"D408","RED","LED_0603_1608Metric",240.000000,-112.000000,90.000000,top
"D409","RED","LED_0603_1608Metric",243.000000,-112.000000,90.000000,top
"D410","RED","LED_0603_1608Metric",198.000000,-136.000000,90.000000,top
"D411","RED","LED_0603_1608Metric",201.000000,-136.000000,90.000000,top
"D412","RED","LED_0603_1608Metric",204.000000,-136.000000,90.000000,top
"D413","RED","LED_0603_1608Metric",207.000000,-136.000000,90.000000,top
"D414","RED","LED_0603_1608Metric",210.000000,-136.000000,90.000000,top
"D415","RED","LED_0603_1608Metric",213.000000,-136.000000,90.000000,top
"D416","RED","LED_0603_1608Metric",216.000000,-136.000000,90.000000,top
"D417","RED","LED_0603_1608Metric",219.000000,-136.000000,90.000000,top
"D418","RED","LED_0603_1608Metric",198.000000,-133.000000,90.000000,top
"D419","RED","LED_0603_1608Metric",201.000000,-133.000000,90.000000,top
"D420","RED","LED_0603_1608Metric",204.000000,-133.000000,90.000000,top
"D421","RED","LED_0603_1608Metric",207.000000,-133.000000,90.000000,top
"D422","RED","LED_0603_1608Metric",210.000000,-133.000000,90.000000,top
"D423","RED","LED_0603_1608Metric",213.000000,-133.000000,90.000000,top
"D424","RED","LED_0603_1608Metric",216.000000,-133.000000,90.000000,top
"D425","RED","LED_0603_1608Metric",219.000000,-133.000000,90.000000,top
"D426","RED","LED_0603_1608Metric",198.000000,-130.000000,90.000000,top
"D427","RED","LED_0603_1608Metric",201.000000,-130.000000,90.000000,top
"D428","RED","LED_0603_1608Metric",204.000000,-130.000000,90.000000,top
"D429","RED","LED_0603_1608Metric",207.000000,-130.000000,90.000000,top
"D430","RED","LED_0603_1608Metric",210.000000,-130.000000,90.000000,top
"D431","RED","LED_0603_1608Metric",213.000000,-130.000000,90.000000,top
"D432","RED","LED_0603_1608Metric",216.000000,-130.000000,90.000000,top
"D433","RED","LED_0603_1608Metric",219.000000,-130.000000,90.000000,top
"D434","RED","LED_0603_1608Metric",222.000000,-139.000000,90.000000,top
"D435","RED","LED_0603_1608Metric",225.000000,-139.000000,90.000000,top
"D436","RED","LED_0603_1608Metric",228.000000,-139.000000,90.000000,top
"D437","RED","LED_0603_1608Metric",231.000000,-139.000000,90.000000,top
"D438","RED","LED_0603_1608Metric",234.000000,-139.000000,90.000000,top
"D439","RED","LED_0603_1608Metric",237.000000,-139.000000,90.000000,top
"D440","RED","LED_0603_1608Metric",240.000000,-139.000000,90.000000,top
"D441","RED","LED_0603_1608Metric",243.000000,-139.000000,90.000000,top
"D442","RED","LED_0603_1608Metric",222.000000,-145.000000,90.000000,top
"D443","RED","LED_0603_1608Metric",225.000000,-145.000000,90.000000,top
"D444","RED","LED_0603_1608Metric",228.000000,-145.000000,90.000000,top
"D445","RED","LED_0603_1608Metric",231.000000,-145.000000,90.000000,top
"D446","RED","LED_0603_1608Metric",234.000000,-145.000000,90.000000,top
"D447","RED","LED_0603_1608Metric",237.000000,-145.000000,90.000000,top
"D448","RED","LED_0603_1608Metric",240.000000,-145.000000,90.000000,top
"D449","RED","LED_0603_1608Metric",243.000000,-145.000000,90.000000,top
"D450","RED","LED_0603_1608Metric",222.000000,-109.000000,90.000000,top
"D451","RED","LED_0603_1608Metric",225.000000,-109.000000,90.000000,top
"D452","RED","LED_0603_1608Metric",228.000000,-109.000000,90.000000,top
"D453","RED","LED_0603_1608Metric",231.000000,-109.000000,90.000000,top
"D454","RED","LED_0603_1608Metric",234.000000,-109.000000,90.000000,top
"D455","RED","LED_0603_1608Metric",237.000000,-109.000000,90.000000,top
"D456","RED","LED_0603_1608Metric",240.000000,-109.000000,90.000000,top
"D457","RED","LED_0603_1608Metric",243.000000,-109.000000,90.000000,top
"D458","RED","LED_0603_1608Metric",222.000000,-106.000000,90.000000,top
"D459","RED","LED_0603_1608Metric",225.000000,-106.000000,90.000000,top
"D460","RED","LED_0603_1608Metric",228.000000,-106.000000,90.000000,top
"D461","RED","LED_0603_1608Metric",231.000000,-106.000000,90.000000,top
"D462","RED","LED_0603_1608Metric",234.000000,-106.000000,90.000000,top
"D463","RED","LED_0603_1608Metric",237.000000,-106.000000,90.000000,top
"D464","RED","LED_0603_1608Metric",240.000000,-106.000000,90.000000,top
"D465","RED","LED_0603_1608Metric",243.000000,-106.000000,90.000000,top
"D466","RED","LED_0603_1608Metric",222.000000,-142.000000,90.000000,top
"D467","RED","LED_0603_1608Metric",225.000000,-142.000000,90.000000,top
"D468","RED","LED_0603_1608Metric",228.000000,-142.000000,90.000000,top
"D469","RED","LED_0603_1608Metric",231.000000,-142.000000,90.000000,top
"D470","RED","LED_0603_1608Metric",234.000000,-142.000000,90.000000,top
"D471","RED","LED_0603_1608Metric",237.000000,-142.000000,90.000000,top
"D472","RED","LED_0603_1608Metric",240.000000,-142.000000,90.000000,top
"D473","RED","LED_0603_1608Metric",243.000000,-142.000000,90.000000,top
"D474","RED","LED_0603_1608Metric",222.000000,-124.000000,90.000000,top
"D475","RED","LED_0603_1608Metric",225.000000,-124.000000,90.000000,top
"D476","RED","LED_0603_1608Metric",228.000000,-124.000000,90.000000,top
"D477","RED","LED_0603_1608Metric",231.000000,-124.000000,90.000000,top
"D478","RED","LED_0603_1608Metric",234.000000,-124.000000,90.000000,top
"D479","RED","LED_0603_1608Metric",237.000000,-124.000000,90.000000,top
"D480","RED","LED_0603_1608Metric",240.000000,-124.000000,90.000000,top
"D481","RED","LED_0603_1608Metric",243.000000,-124.000000,90.000000,top
"D482","RED","LED_0603_1608Metric",222.000000,-127.000000,90.000000,top
"D483","RED","LED_0603_1608Metric",225.000000,-127.000000,90.000000,top
"D484","RED","LED_0603_1608Metric",228.000000,-127.000000,90.000000,top
"D485","RED","LED_0603_1608Metric",231.000000,-127.000000,90.000000,top
"D486","RED","LED_0603_1608Metric",234.000000,-127.000000,90.000000,top
"D487","RED","LED_0603_1608Metric",237.000000,-127.000000,90.000000,top
"D488","RED","LED_0603_1608Metric",240.000000,-127.000000,90.000000,top
"D489","RED","LED_0603_1608Metric",243.000000,-127.000000,90.000000,top
"D490","RED","LED_0603_1608Metric",222.000000,-136.000000,90.000000,top
"D491","RED","LED_0603_1608Metric",225.000000,-136.000000,90.000000,top
"D492","RED","LED_0603_1608Metric",228.000000,-136.000000,90.000000,top
"D493","RED","LED_0603_1608Metric",231.000000,-136.000000,90.000000,top
"D494","RED","LED_0603_1608Metric",234.000000,-136.000000,90.000000,top
"D495","RED","LED_0603_1608Metric",237.000000,-136.000000,90.000000,top
"D496","RED","LED_0603_1608Metric",240.000000,-136.000000,90.000000,top
"D497","RED","LED_0603_1608Metric",243.000000,-136.000000,90.000000,top
"D498","RED","LED_0603_1608Metric",222.000000,-133.000000,90.000000,top
"D499","RED","LED_0603_1608Metric",225.000000,-133.000000,90.000000,top
"D500","RED","LED_0603_1608Metric",228.000000,-133.000000,90.000000,top
"D501","RED","LED_0603_1608Metric",231.000000,-133.000000,90.000000,top
"D502","RED","LED_0603_1608Metric",234.000000,-133.000000,90.000000,top
"D503","RED","LED_0603_1608Metric",237.000000,-133.000000,90.000000,top
"D504","RED","LED_0603_1608Metric",240.000000,-133.000000,90.000000,top
"D505","RED","LED_0603_1608Metric",243.000000,-133.000000,90.000000,top
"D506","RED","LED_0603_1608Metric",222.000000,-130.000000,90.000000,top
"D507","RED","LED_0603_1608Metric",225.000000,-130.000000,90.000000,top
"D508","RED","LED_0603_1608Metric",228.000000,-130.000000,90.000000,top
"D509","RED","LED_0603_1608Metric",231.000000,-130.000000,90.000000,top
"D510","RED","LED_0603_1608Metric",234.000000,-130.000000,90.000000,top
"D511","RED","LED_0603_1608Metric",237.000000,-130.000000,90.000000,top
"D512","RED","LED_0603_1608Metric",240.000000,-130.000000,90.000000,top
"D513","RED","LED_0603_1608Metric",243.000000,-130.000000,90.000000,top
"D514","RED","LED_0603_1608Metric",174.000000,-163.000000,90.000000,top
"D515","RED","LED_0603_1608Metric",177.000000,-163.000000,90.000000,top
"D516","RED","LED_0603_1608Metric",180.000000,-163.000000,90.000000,top
"D517","RED","LED_0603_1608Metric",183.000000,-163.000000,90.000000,top
"D518","RED","LED_0603_1608Metric",186.000000,-163.000000,90.000000,top
"D519","RED","LED_0603_1608Metric",189.000000,-163.000000,90.000000,top
"D520","RED","LED_0603_1608Metric",192.000000,-163.000000,90.000000,top
"D521","RED","LED_0603_1608Metric",195.000000,-163.000000,90.000000,top
"D522","RED","LED_0603_1608Metric",174.000000,-169.000000,90.000000,top
"D523","RED","LED_0603_1608Metric",177.000000,-169.000000,90.000000,top
"D524","RED","LED_0603_1608Metric",180.000000,-169.000000,90.000000,top
"D525","RED","LED_0603_1608Metric",183.000000,-169.000000,90.000000,top
"D526","RED","LED_0603_1608Metric",186.000000,-169.000000,90.000000,top
"D527","RED","LED_0603_1608Metric",189.000000,-169.000000,90.000000,top
"D528","RED","LED_0603_1608Metric",192.000000,-169.000000,90.000000,top
"D529","RED","LED_0603_1608Metric",195.000000,-169.000000,90.000000,top
"D530","RED","LED_0603_1608Metric",174.000000,-166.000000,90.000000,top
"D531","RED","LED_0603_1608Metric",177.000000,-166.000000,90.000000,top
"D532","RED","LED_0603_1608Metric",180.000000,-166.000000,90.000000,top
"D533","RED","LED_0603_1608Metric",183.000000,-166.000000,90.000000,top
"D534","RED","LED_0603_1608Metric",186.000000,-166.000000,90.000000,top
"D535","RED","LED_0603_1608Metric",189.000000,-166.000000,90.000000,top
"D536","RED","LED_0603_1608Metric",192.000000,-166.000000,90.000000,top
"D537","RED","LED_0603_1608Metric",195.000000,-166.000000,90.000000,top
"D538","RED","LED_0603_1608Metric",174.000000,-148.000000,90.000000,top
"D539","RED","LED_0603_1608Metric",177.000000,-148.000000,90.000000,top
"D540","RED","LED_0603_1608Metric",180.000000,-148.000000,90.000000,top
"D541","RED","LED_0603_1608Metric",183.000000,-148.000000,90.000000,top
"D542","RED","LED_0603_1608Metric",186.000000,-148.000000,90.000000,top
"D543","RED","LED_0603_1608Metric",189.000000,-148.000000,90.000000,top
"D544","RED","LED_0603_1608Metric",192.000000,-148.000000,90.000000,top
"D545","RED","LED_0603_1608Metric",195.000000,-148.000000,90.000000,top
"D546","RED","LED_0603_1608Metric",174.000000,-151.000000,90.000000,top
"D547","RED","LED_0603_1608Metric",177.000000,-151.000000,90.000000,top
"D548","RED","LED_0603_1608Metric",180.000000,-151.000000,90.000000,top
"D549","RED","LED_0603_1608Metric",183.000000,-151.000000,90.000000,top
"D550","RED","LED_0603_1608Metric",186.000000,-151.000000,90.000000,top
"D551","RED","LED_0603_1608Metric",189.000000,-151.000000,90.000000,top
"D552","RED","LED_0603_1608Metric",192.000000,-151.000000,90.000000,top
"D553","RED","LED_0603_1608Metric",195.000000,-151.000000,90.000000,top
"D554","RED","LED_0603_1608Metric",174.000000,-160.000000,90.000000,top
"D555","RED","LED_0603_1608Metric",177.000000,-160.000000,90.000000,top
"D556","RED","LED_0603_1608Metric",180.000000,-160.000000,90.000000,top
"D557","RED","LED_0603_1608Metric",183.000000,-160.000000,90.000000,top
"D558","RED","LED_0603_1608Metric",186.000000,-160.000000,90.000000,top
"D559","RED","LED_0603_1608Metric",189.000000,-160.000000,90.000000,top
"D560","RED","LED_0603_1608Metric",192.000000,-160.000000,90.000000,top
"D561","RED","LED_0603_1608Metric",195.000000,-160.000000,90.000000,top
"D562","RED","LED_0603_1608Metric",174.000000,-157.000000,90.000000,top
"D563","RED","LED_0603_1608Metric",177.000000,-157.000000,90.000000,top
"D564","RED","LED_0603_1608Metric",180.000000,-157.000000,90.000000,top
"D565","RED","LED_0603_1608Metric",183.000000,-157.000000,90.000000,top
"D566","RED","LED_0603_1608Metric",186.000000,-157.000000,90.000000,top
"D567","RED","LED_0603_1608Metric",189.000000,-157.000000,90.000000,top
"D568","RED","LED_0603_1608Metric",192.000000,-157.000000,90.000000,top
"D569","RED","LED_0603_1608Metric",195.000000,-157.000000,90.000000,top
"D570","RED","LED_0603_1608Metric",174.000000,-154.000000,90.000000,top
"D571","RED","LED_0603_1608Metric",177.000000,-154.000000,90.000000,top
"D572","RED","LED_0603_1608Metric",180.000000,-154.000000,90.000000,top
"D573","RED","LED_0603_1608Metric",183.000000,-154.000000,90.000000,top
"D574","RED","LED_0603_1608Metric",186.000000,-154.000000,90.000000,top
"D575","RED","LED_0603_1608Metric",189.000000,-154.000000,90.000000,top
"D576","RED","LED_0603_1608Metric",192.000000,-154.000000,90.000000,top
"D577","RED","LED_0603_1608Metric",195.000000,-154.000000,90.000000,top
"D578","RED","LED_0603_1608Metric",150.000000,-163.000000,90.000000,top
"D579","RED","LED_0603_1608Metric",153.000000,-163.000000,90.000000,top
"D580","RED","LED_0603_1608Metric",156.000000,-163.000000,90.000000,top
"D581","RED","LED_0603_1608Metric",159.000000,-163.000000,90.000000,top
"D582","RED","LED_0603_1608Metric",162.000000,-163.000000,90.000000,top
"D583","RED","LED_0603_1608Metric",165.000000,-163.000000,90.000000,top
"D584","RED","LED_0603_1608Metric",168.000000,-163.000000,90.000000,top
"D585","RED","LED_0603_1608Metric",171.000000,-163.000000,90.000000,top
"D586","RED","LED_0603_1608Metric",150.000000,-169.000000,90.000000,top
"D587","RED","LED_0603_1608Metric",153.000000,-169.000000,90.000000,top
"D588","RED","LED_0603_1608Metric",156.000000,-169.000000,90.000000,top
"D589","RED","LED_0603_1608Metric",159.000000,-169.000000,90.000000,top
"D590","RED","LED_0603_1608Metric",162.000000,-169.000000,90.000000,top
"D591","RED","LED_0603_1608Metric",165.000000,-169.000000,90.000000,top
"D592","RED","LED_0603_1608Metric",168.000000,-169.000000,90.000000,top
"D593","RED","LED_0603_1608Metric",171.000000,-169.000000,90.000000,top
"D594","RED","LED_0603_1608Metric",150.000000,-166.000000,90.000000,top
"D595","RED","LED_0603_1608Metric",153.000000,-166.000000,90.000000,top
"D596","RED","LED_0603_1608Metric",156.000000,-166.000000,90.000000,top
"D597","RED","LED_0603_1608Metric",159.000000,-166.000000,90.000000,top
"D598","RED","LED_0603_1608Metric",162.000000,-166.000000,90.000000,top
"D599","RED","LED_0603_1608Metric",165.000000,-166.000000,90.000000,top
"D600","RED","LED_0603_1608Metric",168.000000,-166.000000,90.000000,top
"D601","RED","LED_0603_1608Metric",171.000000,-166.000000,90.000000,top
"D602","RED","LED_0603_1608Metric",150.000000,-148.000000,90.000000,top
"D603","RED","LED_0603_1608Metric",153.000000,-148.000000,90.000000,top
"D604","RED","LED_0603_1608Metric",156.000000,-148.000000,90.000000,top
"D605","RED","LED_0603_1608Metric",159.000000,-148.000000,90.000000,top
"D606","RED","LED_0603_1608Metric",162.000000,-148.000000,90.000000,top
"D607","RED","LED_0603_1608Metric",165.000000,-148.000000,90.000000,top
"D608","RED","LED_0603_1608Metric",168.000000,-148.000000,90.000000,top
"D609","RED","LED_0603_1608Metric",171.000000,-148.000000,90.000000,top
"D610","RED","LED_0603_1608Metric",150.000000,-151.000000,90.000000,top
"D611","RED","LED_0603_1608Metric",153.000000,-151.000000,90.000000,top
"D612","RED","LED_0603_1608Metric",156.000000,-151.000000,90.000000,top
"D613","RED","LED_0603_1608Metric",159.000000,-151.000000,90.000000,top
"D614","RED","LED_0603_1608Metric",162.000000,-151.000000,90.000000,top
"D615","RED","LED_0603_1608Metric",165.000000,-151.000000,90.000000,top
"D616","RED","LED_0603_1608Metric",168.000000,-151.000000,90.000000,top
"D617","RED","LED_0603_1608Metric",171.000000,-151.000000,90.000000,top
"D618","RED","LED_0603_1608Metric",150.000000,-160.000000,90.000000,top
"D619","RED","LED_0603_1608Metric",153.000000,-160.000000,90.000000,top
"D620","RED","LED_0603_1608Metric",156.000000,-160.000000,90.000000,top
"D621","RED","LED_0603_1608Metric",159.000000,-160.000000,90.000000,top
"D622","RED","LED_0603_1608Metric",162.000000,-160.000000,90.000000,top
"D623","RED","LED_0603_1608Metric",165.000000,-160.000000,90.000000,top
"D624","RED","LED_0603_1608Metric",168.000000,-160.000000,90.000000,top
"D625","RED","LED_0603_1608Metric",171.000000,-160.000000,90.000000,top
"D626","RED","LED_0603_1608Metric",150.000000,-157.000000,90.000000,top
"D627","RED","LED_0603_1608Metric",153.000000,-157.000000,90.000000,top
"D628","RED","LED_0603_1608Metric",156.000000,-157.000000,90.000000,top
"D629","RED","LED_0603_1608Metric",159.000000,-157.000000,90.000000,top
"D630","RED","LED_0603_1608Metric",162.000000,-157.000000,90.000000,top
"D631","RED","LED_0603_1608Metric",165.000000,-157.000000,90.000000,top
"D632","RED","LED_0603_1608Metric",168.000000,-157.000000,90.000000,top
"D633","RED","LED_0603_1608Metric",171.000000,-157.000000,90.000000,top
"D634","RED","LED_0603_1608Metric",150.000000,-154.000000,90.000000,top
"D635","RED","LED_0603_1608Metric",153.000000,-154.000000,90.000000,top
"D636","RED","LED_0603_1608Metric",156.000000,-154.000000,90.000000,top
"D637","RED","LED_0603_1608Metric",159.000000,-154.000000,90.000000,top
"D638","RED","LED_0603_1608Metric",162.000000,-154.000000,90.000000,top
"D639","RED","LED_0603_1608Metric",165.000000,-154.000000,90.000000,top
"D640","RED","LED_0603_1608Metric",168.000000,-154.000000,90.000000,top
"D641","RED","LED_0603_1608Metric",171.000000,-154.000000,90.000000,top
"D642","RED","LED_0603_1608Metric",198.000000,-163.000000,90.000000,top
"D643","RED","LED_0603_1608Metric",201.000000,-163.000000,90.000000,top
"D644","RED","LED_0603_1608Metric",204.000000,-163.000000,90.000000,top
"D645","RED","LED_0603_1608Metric",207.000000,-163.000000,90.000000,top
"D646","RED","LED_0603_1608Metric",210.000000,-163.000000,90.000000,top
"D647","RED","LED_0603_1608Metric",213.000000,-163.000000,90.000000,top
"D648","RED","LED_0603_1608Metric",216.000000,-163.000000,90.000000,top
"D649","RED","LED_0603_1608Metric",219.000000,-163.000000,90.000000,top
"D650","RED","LED_0603_1608Metric",198.000000,-169.000000,90.000000,top
"D651","RED","LED_0603_1608Metric",201.000000,-169.000000,90.000000,top
"D652","RED","LED_0603_1608Metric",204.000000,-169.000000,90.000000,top
"D653","RED","LED_0603_1608Metric",207.000000,-169.000000,90.000000,top
"D654","RED","LED_0603_1608Metric",210.000000,-169.000000,90.000000,top
"D655","RED","LED_0603_1608Metric",213.000000,-169.000000,90.000000,top
"D656","RED","LED_0603_1608Metric",216.000000,-169.000000,90.000000,top
"D657","RED","LED_0603_1608Metric",219.000000,-169.000000,90.000000,top
"D658","RED","LED_0603_1608Metric",198.000000,-166.000000,90.000000,top
"D659","RED","LED_0603_1608Metric",201.000000,-166.000000,90.000000,top
"D660","RED","LED_0603_1608Metric",204.000000,-166.000000,90.000000,top
"D661","RED","LED_0603_1608Metric",207.000000,-166.000000,90.000000,top
"D662","RED","LED_0603_1608Metric",210.000000,-166.000000,90.000000,top
"D663","RED","LED_0603_1608Metric",213.000000,-166.000000,90.000000,top
"D664","RED","LED_0603_1608Metric",216.000000,-166.000000,90.000000,top
"D665","RED","LED_0603_1608Metric",219.000000,-166.000000,90.000000,top
"D666","RED","LED_0603_1608Metric",198.000000,-148.000000,90.000000,top
"D667","RED","LED_0603_1608Metric",201.000000,-148.000000,90.000000,top
"D668","RED","LED_0603_1608Metric",204.000000,-148.000000,90.000000,top
"D669","RED","LED_0603_1608Metric",207.000000,-148.000000,90.000000,top
"D670","RED","LED_0603_1608Metric",210.000000,-148.000000,90.000000,top
"D671","RED","LED_0603_1608Metric",213.000000,-148.000000,90.000000,top
"D672","RED","LED_0603_1608Metric",216.000000,-148.000000,90.000000,top
"D673","RED","LED_0603_1608Metric",219.000000,-148.000000,90.000000,top
"D674","RED","LED_0603_1608Metric",198.000000,-151.000000,90.000000,top
"D675","RED","LED_0603_1608Metric",201.000000,-151.000000,90.000000,top
"D676","RED","LED_0603_1608Metric",204.000000,-151.000000,90.000000,top
"D677","RED","LED_0603_1608Metric",207.000000,-151.000000,90.000000,top
"D678","RED","LED_0603_1608Metric",210.000000,-151.000000,90.000000,top
"D679","RED","LED_0603_1608Metric",213.000000,-151.000000,90.000000,top
"D680","RED","LED_0603_1608Metric",216.000000,-151.000000,90.000000,top
"D681","RED","LED_0603_1608Metric",219.000000,-151.000000,90.000000,top
"D682","RED","LED_0603_1608Metric",198.000000,-160.000000,90.000000,top
"D683","RED","LED_0603_1608Metric",201.000000,-160.000000,90.000000,top
"D684","RED","LED_0603_1608Metric",204.000000,-160.000000,90.000000,top
"D685","RED","LED_0603_1608Metric",207.000000,-160.000000,90.000000,top
"D686","RED","LED_0603_1608Metric",210.000000,-160.000000,90.000000,top
"D687","RED","LED_0603_1608Metric",213.000000,-160.000000,90.000000,top
"D688","RED","LED_0603_1608Metric",216.000000,-160.000000,90.000000,top
"D689","RED","LED_0603_1608Metric",219.000000,-160.000000,90.000000,top
"D690","RED","LED_0603_1608Metric",198.000000,-157.000000,90.000000,top
"D691","RED","LED_0603_1608Metric",201.000000,-157.000000,90.000000,top
"D692","RED","LED_0603_1608Metric",204.000000,-157.000000,90.000000,top
"D693","RED","LED_0603_1608Metric",207.000000,-157.000000,90.000000,top
"D694","RED","LED_0603_1608Metric",210.000000,-157.000000,90.000000,top
"D695","RED","LED_0603_1608Metric",213.000000,-157.000000,90.000000,top
"D696","RED","LED_0603_1608Metric",216.000000,-157.000000,90.000000,top
"D697","RED","LED_0603_1608Metric",219.000000,-157.000000,90.000000,top
"D698","RED","LED_0603_1608Metric",198.000000,-154.000000,90.000000,top
"D699","RED","LED_0603_1608Metric",201.000000,-154.000000,90.000000,top
"D700","RED","LED_0603_1608Metric",204.000000,-154.000000,90.000000,top
"D701","RED","LED_0603_1608Metric",207.000000,-154.000000,90.000000,top
"D702","RED","LED_0603_1608Metric",210.000000,-154.000000,90.000000,top
"D703","RED","LED_0603_1608Metric",213.000000,-154.000000,90.000000,top
"D704","RED","LED_0603_1608Metric",216.000000,-154.000000,90.000000,top
"D705","RED","LED_0603_1608Metric",219.000000,-154.000000,90.000000,top
"D706","RED","LED_0603_1608Metric",222.000000,-163.000000,90.000000,top
"D707","RED","LED_0603_1608Metric",225.000000,-163.000000,90.000000,top
"D708","RED","LED_0603_1608Metric",228.000000,-163.000000,90.000000,top
"D709","RED","LED_0603_1608Metric",231.000000,-163.000000,90.000000,top
"D710","RED","LED_0603_1608Metric",234.000000,-163.000000,90.000000,top
"D711","RED","LED_0603_1608Metric",237.000000,-163.000000,90.000000,top
"D712","RED","LED_0603_1608Metric",240.000000,-163.000000,90.000000,top
"D713","RED","LED_0603_1608Metric",243.000000,-163.000000,90.000000,top
"D714","RED","LED_0603_1608Metric",222.000000,-169.000000,90.000000,top
"D715","RED","LED_0603_1608Metric",225.000000,-169.000000,90.000000,top
"D716","RED","LED_0603_1608Metric",228.000000,-169.000000,90.000000,top
"D717","RED","LED_0603_1608Metric",231.000000,-169.000000,90.000000,top
"D718","RED","LED_0603_1608Metric",234.000000,-169.000000,90.000000,top
"D719","RED","LED_0603_1608Metric",237.000000,-169.000000,90.000000,top
"D720","RED","LED_0603_1608Metric",240.000000,-169.000000,90.000000,top
