Designator,Mid X,Mid Y,Rotation,Layer
D739,225.0,-151.0,90.0,top
D74,174.0,-121.0,90.0,top
D740,228.0,-151.0,90.0,top
D741,231.0,-151.0,90.0,top
D742,234.0,-151.0,90.0,top
D743,237.0,-151.0,90.0,top
D744,240.0,-151.0,90.0,top
D745,243.0,-151.0,90.0,top
D746,222.0,-160.0,90.0,top
D747,225.0,-160.0,90.0,top
D748,228.0,-160.0,90.0,top
D749,231.0,-160.0,90.0,top
D75,177.0,-121.0,90.0,top
D750,234.0,-160.0,90.0,top
D751,237.0,-160.0,90.0,top
D752,240.0,-160.0,90.0,top
D753,243.0,-160.0,90.0,top
D754,222.0,-157.0,90.0,top
D755,225.0,-157.0,90.0,top
D756,228.0,-157.0,90.0,top
D757,231.0,-157.0,90.0,top
D758,234.0,-157.0,90.0,top
D759,237.0,-157.0,90.0,top
D76,180.0,-121.0,90.0,top
D760,240.0,-157.0,90.0,top
D761,243.0,-157.0,90.0,top
D762,222.0,-154.0,90.0,top
D763,225.0,-154.0,90.0,top
D764,228.0,-154.0,90.0,top
D765,231.0,-154.0,90.0,top
D766,234.0,-154.0,90.0,top
D767,237.0,-154.0,90.0,top
D768,240.0,-154.0,90.0,top
D769,243.0,-154.0,90.0,top
D77,183.0,-121.0,90.0,top
D770,174.0,-187.0,90.0,top
D771,177.0,-187.0,90.0,top
D772,180.0,-187.0,90.0,top
D773,183.0,-187.0,90.0,top
D774,186.0,-187.0,90.0,top
D775,189.0,-187.0,90.0,top
D776,192.0,-187.0,90.0,top
D777,195.0,-187.0,90.0,top
D778,174.0,-193.0,90.0,top
D779,177.0,-193.0,90.0,top
D78,186.0,-121.0,90.0,top
D780,180.0,-193.0,90.0,top
D781,183.0,-193.0,90.0,top
D782,186.0,-193.0,90.0,top
D783,189.0,-193.0,90.0,top
D784,192.0,-193.0,90.0,top
D785,195.0,-193.0,90.0,top
D786,174.0,-190.0,90.0,top
D787,177.0,-190.0,90.0,top
D788,180.0,-190.0,90.0,top
D789,183.0,-190.0,90.0,top
D79,189.0,-121.0,90.0,top
D790,186.0,-190.0,90.0,top
D791,189.0,-190.0,90.0,top
D792,192.0,-190.0,90.0,top
D793,195.0,-190.0,90.0,top
D794,174.0,-172.0,90.0,top
D795,177.0,-172.0,90.0,top
D796,180.0,-172.0,90.0,top
D797,183.0,-172.0,90.0,top
D798,186.0,-172.0,90.0,top
D799,189.0,-172.0,90.0,top
D8,168.0,-115.0,90.0,top
D80,192.0,-121.0,90.0,top
D800,192.0,-172.0,90.0,top
D801,195.0,-172.0,90.0,top
D802,174.0,-175.0,90.0,top
D803,177.0,-175.0,90.0,top
D804,180.0,-175.0,90.0,top
D805,183.0,-175.0,90.0,top
D806,186.0,-175.0,90.0,top
D807,189.0,-175.0,90.0,top
D808,192.0,-175.0,90.0,top
D809,195.0,-175.0,90.0,top
D81,195.0,-121.0,90.0,top
D810,174.0,-184.0,90.0,top
D811,177.0,-184.0,90.0,top
D812,180.0,-184.0,90.0,top
D813,183.0,-184.0,90.0,top
D814,186.0,-184.0,90.0,top
D815,189.0,-184.0,90.0,top
D816,192.0,-184.0,90.0,top
D817,195.0,-184.0,90.0,top
D818,174.0,-181.0,90.0,top
D819,177.0,-181.0,90.0,top
D82,174.0,-118.0,90.0,top
D820,180.0,-181.0,90.0,top
D821,183.0,-181.0,90.0,top
D822,186.0,-181.0,90.0,top
D823,189.0,-181.0,90.0,top
D824,192.0,-181.0,90.0,top
D825,195.0,-181.0,90.0,top
D826,174.0,-178.0,90.0,top
D827,177.0,-178.0,90.0,top
D828,180.0,-178.0,90.0,top
D829,183.0,-178.0,90.0,top
D83,177.0,-118.0,90.0,top
D830,186.0,-178.0,90.0,top
D831,189.0,-178.0,90.0,top
D832,192.0,-178.0,90.0,top
D833,195.0,-178.0,90.0,top
D834,150.0,-187.0,90.0,top
D835,153.0,-187.0,90.0,top
D836,156.0,-187.0,90.0,top
D837,159.0,-187.0,90.0,top
D838,162.0,-187.0,90.0,top
D839,165.0,-187.0,90.0,top
D84,180.0,-118.0,90.0,top
D840,168.0,-187.0,90.0,top
D841,171.0,-187.0,90.0,top
D842,150.0,-193.0,90.0,top
D843,153.0,-193.0,90.0,top
D844,156.0,-193.0,90.0,top
D845,159.0,-193.0,90.0,top
D846,162.0,-193.0,90.0,top
D847,165.0,-193.0,90.0,top
D848,168.0,-193.0,90.0,top
D849,171.0,-193.0,90.0,top
D85,183.0,-118.0,90.0,top
D850,150.0,-190.0,90.0,top
D851,153.0,-190.0,90.0,top
D852,156.0,-190.0,90.0,top
D853,159.0,-190.0,90.0,top
D854,162.0,-190.0,90.0,top
D855,165.0,-190.0,90.0,top
D856,168.0,-190.0,90.0,top
D857,171.0,-190.0,90.0,top
D858,150.0,-172.0,90.0,top
D859,153.0,-172.0,90.0,top
D86,186.0,-118.0,90.0,top
D860,156.0,-172.0,90.0,top
D861,159.0,-172.0,90.0,top
D862,162.0,-172.0,90.0,top
D863,165.0,-172.0,90.0,top
D864,168.0,-172.0,90.0,top
D865,171.0,-172.0,90.0,top
D866,150.0,-175.0,90.0,top
D867,153.0,-175.0,90.0,top
D868,156.0,-175.0,90.0,top
D869,159.0,-175.0,90.0,top
D87,189.0,-118.0,90.0,top
D870,162.0,-175.0,90.0,top
D871,165.0,-175.0,90.0,top
D872,168.0,-175.0,90.0,top
D873,171.0,-175.0,90.0,top
D874,150.0,-184.0,90.0,top
D875,153.0,-184.0,90.0,top
D876,156.0,-184.0,90.0,top
D877,159.0,-184.0,90.0,top
D878,162.0,-184.0,90.0,top
D879,165.0,-184.0,90.0,top
D88,192.0,-118.0,90.0,top
D880,168.0,-184.0,90.0,top
D881,171.0,-184.0,90.0,top
D882,150.0,-181.0,90.0,top
D883,153.0,-181.0,90.0,top
D884,156.0,-181.0,90.0,top
D885,159.0,-181.0,90.0,top
D886,162.0,-181.0,90.0,top
D887,165.0,-181.0,90.0,top
D888,168.0,-181.0,90.0,top
D889,171.0,-181.0,90.0,top
D89,195.0,-118.0,90.0,top
D890,150.0,-178.0,90.0,top
D891,153.0,-178.0,90.0,top
D892,156.0,-178.0,90.0,top
D893,159.0,-178.0,90.0,top
D894,162.0,-178.0,90.0,top
D895,165.0,-178.0,90.0,top
D896,168.0,-178.0,90.0,top
D897,171.0,-178.0,90.0,top
D898,198.0,-187.0,90.0,top
D899,201.0,-187.0,90.0,top
D9,171.0,-115.0,90.0,top
D90,174.0,-100.0,90.0,top
D900,204.0,-187.0,90.0,top
D901,207.0,-187.0,90.0,top
D902,210.0,-187.0,90.0,top
D903,213.0,-187.0,90.0,top
D904,216.0,-187.0,90.0,top
D905,219.0,-187.0,90.0,top
D906,198.0,-193.0,90.0,top
D907,201.0,-193.0,90.0,top
D908,204.0,-193.0,90.0,top
D909,207.0,-193.0,90.0,top
D91,177.0,-100.0,90.0,top
D910,210.0,-193.0,90.0,top
D911,213.0,-193.0,90.0,top
D912,216.0,-193.0,90.0,top
D913,219.0,-193.0,90.0,top
D914,198.0,-190.0,90.0,top
D915,201.0,-190.0,90.0,top
D916,204.0,-190.0,90.0,top
D917,207.0,-190.0,90.0,top
D918,210.0,-190.0,90.0,top
D919,213.0,-190.0,90.0,top
D92,180.0,-100.0,90.0,top
D920,216.0,-190.0,90.0,top
D921,219.0,-190.0,90.0,top
D922,198.0,-172.0,90.0,top
D923,201.0,-172.0,90.0,top
D924,204.0,-172.0,90.0,top
D925,207.0,-172.0,90.0,top
D926,210.0,-172.0,90.0,top
D927,213.0,-172.0,90.0,top
D928,216.0,-172.0,90.0,top
D929,219.0,-172.0,90.0,top
D93,183.0,-100.0,90.0,top
D930,198.0,-175.0,90.0,top
D931,201.0,-175.0,90.0,top
D932,204.0,-175.0,90.0,top
D933,207.0,-175.0,90.0,top
D934,210.0,-175.0,90.0,top
D935,213.0,-175.0,90.0,top
D936,216.0,-175.0,90.0,top
D937,219.0,-175.0,90.0,top
D938,198.0,-184.0,90.0,top
D939,201.0,-184.0,90.0,top
D94,186.0,-100.0,90.0,top
D940,204.0,-184.0,90.0,top
D941,207.0,-184.0,90.0,top
D942,210.0,-184.0,90.0,top
D943,213.0,-184.0,90.0,top
D944,216.0,-184.0,90.0,top
D945,219.0,-184.0,90.0,top
D946,198.0,-181.0,90.0,top
D947,201.0,-181.0,90.0,top
D948,204.0,-181.0,90.0,top
D949,207.0,-181.0,90.0,top
D95,189.0,-100.0,90.0,top
D950,210.0,-181.0,90.0,top
D951,213.0,-181.0,90.0,top
D952,216.0,-181.0,90.0,top
D953,219.0,-181.0,90.0,top
D954,198.0,-178.0,90.0,top
D955,201.0,-178.0,90.0,top
D956,204.0,-178.0,90.0,top
D957,207.0,-178.0,90.0,top
D958,210.0,-178.0,90.0,top
D959,213.0,-178.0,90.0,top
D96,192.0,-100.0,90.0,top
D960,216.0,-178.0,90.0,top
D961,219.0,-178.0,90.0,top
D962,222.0,-187.0,90.0,top
D963,225.0,-187.0,90.0,top
D964,228.0,-187.0,90.0,top
D965,231.0,-187.0,90.0,top
D966,234.0,-187.0,90.0,top
D967,237.0,-187.0,90.0,top
D968,240.0,-187.0,90.0,top
D969,243.0,-187.0,90.0,top
D97,195.0,-100.0,90.0,top
D970,222.0,-193.0,90.0,top
D971,225.0,-193.0,90.0,top
D972,228.0,-193.0,90.0,top
D973,231.0,-193.0,90.0,top
D974,234.0,-193.0,90.0,top
D975,237.0,-193.0,90.0,top
D976,240.0,-193.0,90.0,top
D977,243.0,-193.0,90.0,top
D978,222.0,-190.0,90.0,top
D979,225.0,-190.0,90.0,top
D98,174.0,-103.0,90.0,top
D980,228.0,-190.0,90.0,top
D981,231.0,-190.0,90.0,top
D982,234.0,-190.0,90.0,top
D983,237.0,-190.0,90.0,top
D984,240.0,-190.0,90.0,top
D985,243.0,-190.0,90.0,top
D986,222.0,-172.0,90.0,top
D987,225.0,-172.0,90.0,top
D988,228.0,-172.0,90.0,top
D989,231.0,-172.0,90.0,top
D99,177.0,-103.0,90.0,top
D990,234.0,-172.0,90.0,top
D991,237.0,-172.0,90.0,top
D992,240.0,-172.0,90.0,top
D993,243.0,-172.0,90.0,top
D994,222.0,-175.0,90.0,top
D995,225.0,-175.0,90.0,top
D996,228.0,-175.0,90.0,top
D997,231.0,-175.0,90.0,top
D998,234.0,-175.0,90.0,top
D999,237.0,-175.0,90.0,top
FB1,123.4,-145.1,0.0,top
J1,98.03,-174.78,0.0,top
J2,99.35,-153.35,270.0,top
L1,117.72,-177.51,0.0,top
Q1,118.5375,-137.15,180.0,top
Q2,126.5375,-113.15,180.0,top
Q3,118.5375,-129.15,180.0,top
Q4,126.5375,-121.15,180.0,top
Q5,118.5375,-121.15,180.0,top
Q6,126.5375,-129.15,180.0,top
Q7,118.5375,-113.15,180.0,top
Q8,126.5375,-137.15,180.0,top
R1,116.4225,-183.08,180.0,top
R10,134.0,-102.866666,180.0,top
R100,247.99,-164.966666,180.0,top
R101,247.99,-166.399999,180.0,top
R102,247.99,-167.833334,180.0,top
R103,145.366667,-185.282,0.0,top
R104,133.991667,-183.848667,180.0,top
R105,133.991667,-185.282,180.0,top
R106,133.991667,-186.715333,180.0,top
R107,133.991667,-188.148666,180.0,top
R108,133.991667,-189.581999,180.0,top
R109,133.991667,-191.015332,180.0,top
R11,134.0,-104.299999,180.0,top
R110,133.991667,-192.448667,180.0,top
R111,145.375,-173.433333,0.0,top
R112,134.0,-172.0,180.0,top
R113,134.0,-173.433333,180.0,top
R114,134.0,-174.866666,180.0,top
R115,134.0,-176.299999,180.0,top
R116,134.0,-177.733332,180.0,top
R117,134.0,-179.166665,180.0,top
R118,134.0,-180.6,180.0,top
R119,258.385,-173.628335,0.0,top
R12,134.0,-105.733332,180.0,top
R120,247.91,-171.433335,180.0,top
R121,247.91,-172.866668,180.0,top
R122,247.91,-174.300001,180.0,top
R123,247.91,-175.733334,180.0,top
R124,247.91,-177.166667,180.0,top
R125,247.91,-178.6,180.0,top
R126,247.91,-180.033335,180.0,top
R127,258.385,-185.438335,0.0,top
R128,247.99,-183.233334,180.0,top
R129,247.99,-184.666667,180.0,top
R13,134.0,-107.166665,180.0,top
R130,247.99,-186.1,180.0,top
R131,247.99,-187.533333,180.0,top
R132,247.99,-188.966666,180.0,top
R133,247.99,-190.399999,180.0,top
R134,247.99,-191.833334,180.0,top
R135,108.32,-181.72,270.0,top
R136,108.39,-183.78,270.0,top
R14,134.0,-108.6,180.0,top
R15,145.366667,-113.282,0.0,top
R16,133.991667,-111.848667,180.0,top
R17,133.991667,-113.282,180.0,top
R18,133.991667,-114.715333,180.0,top
R19,133.991667,-116.148666,180.0,top
R2,114.79,-185.18,0.0,top
R20,133.991667,-117.581999,180.0,top
R21,133.991667,-119.015332,180.0,top
R22,133.991667,-120.448667,180.0,top
R23,258.385,-101.628335,0.0,top
R24,247.91,-99.433335,180.0,top
R25,247.91,-100.866668,180.0,top
R26,247.91,-102.300001,180.0,top
R27,247.91,-103.733334,180.0,top
R28,247.91,-105.166667,180.0,top
R29,247.91,-106.6,180.0,top
R3,117.67,-185.08,0.0,top
R30,247.91,-108.033335,180.0,top
R31,258.385,-113.438335,0.0,top
R32,247.99,-111.233334,180.0,top
R33,247.99,-112.666667,180.0,top
R34,247.99,-114.1,180.0,top
R35,247.99,-115.533333,180.0,top
R36,247.99,-116.966666,180.0,top
R37,247.99,-118.399999,180.0,top
R38,247.99,-119.833334,180.0,top
R39,145.366667,-137.282,0.0,top
R4,112.31,-160.86,90.0,top
R40,133.991667,-135.848667,180.0,top
R41,133.991667,-137.282,180.0,top
R42,133.991667,-138.715333,180.0,top
R43,133.991667,-140.148666,180.0,top
R44,133.991667,-141.581999,180.0,top
R45,133.991667,-143.015332,180.0,top
R46,133.991667,-144.448667,180.0,top
R47,145.375,-125.433333,0.0,top
R48,134.0,-124.0,180.0,top
R49,134.0,-125.433333,180.0,top
R5,119.6,-145.0,270.0,top
R50,134.0,-126.866666,180.0,top
R51,134.0,-128.299999,180.0,top
R52,134.0,-129.733332,180.0,top
R53,134.0,-131.166665,180.0,top
R54,134.0,-132.6,180.0,top
R55,258.385,-125.628335,0.0,top
R56,247.91,-123.433335,180.0,top
R57,247.91,-124.866668,180.0,top
R58,247.91,-126.300001,180.0,top
R59,247.91,-127.733334,180.0,top
R6,103.9,-154.345,270.0,top
R60,247.91,-129.166667,180.0,top
R61,247.91,-130.6,180.0,top
R62,247.91,-132.033335,180.0,top
R63,258.385,-137.438335,0.0,top
R64,247.99,-135.233334,180.0,top
R65,247.99,-136.666667,180.0,top
R66,247.99,-138.1,180.0,top
R67,247.99,-139.533333,180.0,top
R68,247.99,-140.966666,180.0,top
R69,247.99,-142.399999,180.0,top
R7,145.375,-101.433333,0.0,top
R70,247.99,-143.833334,180.0,top
R71,145.366667,-161.282,0.0,top
R72,133.991667,-159.848667,180.0,top
R73,133.991667,-161.282,180.0,top
R74,133.991667,-162.715333,180.0,top
R75,133.991667,-164.148666,180.0,top
R76,133.991667,-165.581999,180.0,top
R77,133.991667,-167.015332,180.0,top
R78,133.991667,-168.448667,180.0,top
R79,145.375,-149.433333,0.0,top
R8,134.0,-100.0,180.0,top
R80,134.0,-148.0,180.0,top
R81,134.0,-149.433333,180.0,top
R82,134.0,-150.866666,180.0,top
R83,134.0,-152.299999,180.0,top
R84,134.0,-153.733332,180.0,top
R85,134.0,-155.166665,180.0,top
R86,134.0,-156.6,180.0,top
R87,258.385,-149.628335,0.0,top
R88,247.91,-147.433335,180.0,top
R89,247.91,-148.866668,180.0,top
R9,134.0,-101.433333,180.0,top
R90,247.91,-150.300001,180.0,top
R91,247.91,-151.733334,180.0,top
R92,247.91,-153.166667,180.0,top
R93,247.91,-154.6,180.0,top
R94,247.91,-156.033335,180.0,top
R95,258.385,-161.438335,0.0,top
R96,247.99,-159.233334,180.0,top
R97,247.99,-160.666667,180.0,top
R98,247.99,-162.1,180.0,top
R99,247.99,-163.533333,180.0,top
U1,108.55,-177.07,270.0,top
U10,253.325,-140.405,270.0,top
U11,139.675,-164.405,270.0,top
U12,139.675,-152.595,270.0,top
U13,253.325,-152.595,270.0,top
U14,253.325,-164.405,270.0,top
U15,139.675,-188.405,270.0,top
U16,139.675,-176.595,270.0,top
U17,253.325,-176.595,270.0,top
U18,253.325,-188.405,270.0,top
U2,111.1875,-152.1375,90.0,top
U3,139.675,-104.595,270.0,top
U4,139.675,-116.405,270.0,top
U5,253.325,-104.595,270.0,top
U6,253.325,-116.405,270.0,top
U7,139.675,-140.405,270.0,top
U8,139.675,-128.595,270.0,top
U9,253.325,-128.595,270.0,top
Y1,120.4,-153.751,90.0,top
